	news_collected_time	news_title
5766	2014-12-08	Berkeley, Calif. protest gets violent for second night
5767	2014-12-08	Look-alike-gun deaths renew debate
5768	2014-12-08	Shrien Dewani murder trial: How prosecution fell apart
5769	2014-12-08	Prince William, Kate Begin US Visit With Royal Treatment
5770	2014-12-08	Furry convention chlorine gas leak sends 19 to hospital: Police it was intentional
5771	2014-12-08	3 dead, 8 injured after vehicle hits, kills bear
5772	2014-12-08	Huge LA fire shuts down parts of 2 freeways
5773	2014-12-08	At 6am, awaiting hostage's release. After 8am, learning that he's dead
5774	2014-12-08	US unveils federal law enforcement profiling ban
5775	2014-12-08	Nina In New York: Now's My Chance To Make My Child's Hypothetical Princess ...
5776	2014-12-08	Furries Q&A: Event Draws Many in Animal Costumes
5777	2014-12-08	Philippine storm weakens after leaving 21 dead
5778	2014-12-08	New Delhi bans cab service Uber amid rape probe
5779	2014-12-08	Fire in downtown Los Angeles destroys apartment tower under construction
5780	2014-12-08	Berkeley demonstration turns violent for 2nd night
5781	2014-12-08	Officials Confirm Rogers' Warning Of 'Violence And Death' If CIA Report Is Released
5782	2014-12-08	Typhoon Hagupit: Manila braces for storm that has left 21 dead
5783	2014-12-08	3 dead, 8 injured after vehicle hits bear in Florida
5784	2014-12-08	Eric Garner, Michael Brown protests turn violent in Bay Area
5785	2014-12-08	Justice Department issues ban on racial profiling; rights advocates say it isn't enough
5786	2014-12-08	How TIME Covered the 'Date Which Will Live in Infamy'
5787	2014-12-08	South African judge throws out charges in honeymoon murder trial
5788	2014-12-08	Typhoon Hagupit: Images show Philippines villagers' resilience as they return to devastation of tropical storm
5789	2014-12-08	Syrian Jewish Bibles Could Spark Ownership Dispute
5790	2014-12-08	US Sends 6 Prisoners From Guantanamo to Uruguay
5791	2014-12-08	Massive Los Angeles fire halts traffic on portions of two freeways
5792	2014-12-08	Berkeley, Calif., protest gets violent for second night
5793	2014-12-08	US says unaware of South Africa teacher release talks before Yemen raid
5794	2014-12-08	Justice Department Releases New Federal Policing Guidelines Aims To Provide ...
5795	2014-12-08	Prince William Hits DC; Kate Joins NYC First Lady
5796	2014-12-08	Supreme Court rejects BP's settlement challenge
5797	2014-12-08	At Least 21 Dead in Philippines Storm
5798	2014-12-08	South African hostage who died in raid was to be freed
5799	2014-12-08	Family of boy shot dead to hold news conference
5800	2014-12-08	Updates from William and Kate's tour of New York, D.C.
5801	2014-12-08	Pearl Harbor Day remembered
5802	2014-12-08	BP Rejected by US Supreme Court in Challenge to Gulf Payments
5803	2014-12-08	Why the Torture Report Could Have a Bigger Impact Overseas Than at Home
5804	2014-12-08	South African aid group describes hostage talks
5805	2014-12-08	Protesters flood California highway, throw rocks, bottles at officers, police say
5806	2014-12-08	Prince William arrives in DC for White House visit
5807	2014-12-08	Tamir Rice family to hold press conference (live coverage)
5808	2014-12-08	Delhi cab rape: Accused driver sent to 3-day police custody; Uber services banned in Capital
5809	2014-12-08	New US guidelines ban profiling by federal law enforcement; airport, border screening exempt
5810	2014-12-08	UPDATE 3-US Supreme Court rejects BP challenge to Gulf spill settlement
5811	2014-12-08	Before deadly raid in Yemen, US officials 'unaware' of bid to free South African ...
5812	2014-12-08	Mom of Boy Shot by Police Wants Officer Convicted
5813	2014-12-08	Dewani cleared of honeymoon murder
5814	2014-12-08	New US guidelines ban profiling by federal law enforcement; airport, border screening exempt
5815	2014-12-08	US Supreme Court rejects BP challenge to Gulf spill settlement
5816	2014-12-08	Crews battle two large fires in Los Angeles
5817	2014-12-08	Tamir Rice's Mom Was Torn Between Shot Son and Detained Daughter
5818	2014-12-08	House Intelligence chief: Report will spur attacks
5819	2014-12-08	Corrected - New York prosecutor seeks to probe police killings of unarmed civilians
5820	2014-12-08	US unveils federal law enforcement profiling ban
5821	2014-12-08	Uber banned from operating in Indian capital after rape accusation
5822	2014-12-08	3 confirmed dead after plane crashes into house in Gaithersburg
5823	2014-12-08	US General Offers Mixed Review of Afghan War's Final Year as Mission Ends
5824	2014-12-08	In LA: Fire engulfs huge building, melts street signs
5825	2014-12-08	Tamir Rice's mother wants conviction of white officer who shot her son
5826	2014-12-08	Inside Duchess Kate's 1st Day In NYC
5827	2014-12-08	At least a dozen held in latest Berkeley protest
5828	2014-12-08	Feds put broader ban on racial, ethnic and other profiling
5829	2014-12-08	Uber banned from operating in Delhi after rape accusation
5830	2014-12-08	Unicef Calls 2014 One of Worst Years on Record for World's Children
5831	2014-12-08	At least 3 dead after plane crashes into Maryland home near DC
5832	2014-12-08	US posts on alert over potential backlash from CIA report, lawmaker warns of 'violence'
5833	2014-12-08	Aid Group Founder Doesn't Blame US in Death of South African Al Qaeda Hostage
5834	2014-12-08	Private jet crash kills 3, sets 2 Maryland homes on fire
5835	2014-12-08	Berkeley protest ends in vandalism, clashes with police
5836	2014-12-08	In Wake of Delhi Ban and Rape Allegations, Uber to Make Changes Abroad
5837	2014-12-08	Mother of Tamir Rice, 12-Year-Old Shot by Cop, Calls for Conviction
5838	2014-12-08	BP's oil spill settlement appeal rejected by U.S. Supreme Court
5839	2014-12-08	House Intelligence Chief: CIA Torture Report Will Spur Attacks
5840	2014-12-08	'Historic' Los Angeles fire engulfs city block
5841	2014-12-08	Duchess Kate cozies up to adorable kiddies in Harlem
5842	2014-12-08	Tamir Rice's mother says police detained her 14-year-old daughter after Tamir Rice shooting
5843	2014-12-08	Federal racial profiling ban expands, won't cover local police departments
5844	2014-12-08	UN: 2014 a devastating year for children - World News
5845	2014-12-08	Bush Joins Effort to Block Senate Release of CIA Torture Report
5846	2014-12-08	From Princess Diana to Prince William, Royals Visit DC Photos
5847	2014-12-08	Mom of boy shot by cop: I want police conviction
5848	2014-12-08	Lawmakers squabble over probe of lane closures
5849	2014-12-08	Jackie's Roommate Insists Sexual Assault Account In Rolling Stone Is No Hoax
5850	2014-12-08	BP's Gulf Liability Nightmare Won't Be Stopped by Supreme Court
5851	2014-12-08	Vidra Apologizes for The New Republic Implosion; Still Committed to His Plans
5852	2014-12-08	Plane Crashes Into Maryland Home, At Least 3 Dead
5853	2014-12-08	Tamir Rice's Mother Wants Charges Against Police And Says Son Had 'A Promising Future'
5854	2014-12-08	UPDATE 1-Obama's Ebola czar Klain to exit White House by March 1
5855	2014-12-08	Violence erupts at Berkeley protest for second straight night
5856	2014-12-08	Kate Middleton tours New York, Prince William visits Obama
5857	2014-12-08	Sam Kass, chef to the Obamas, is leaving the White House
5858	2014-12-08	Supreme Court tells BP to pay up, rejects appeal of spill settlement
5859	2014-12-08	How The New Republic Lost Its Place on the American Left
5860	2014-12-08	3 dead, 3 missing after small plane crashes into Maryland house
5861	2014-12-08	Family of Boy Killed by Cleveland Officer to Pursue Criminal Case
5862	2014-12-08	Obama's Ebola czar Klain to exit White House by March 1
5863	2014-12-08	2014 A Year Of 'Unspeakable Brutality' For Children In Conflict Zones
5864	2014-12-08	Students engage in 'hour of code' as introduction to computer science
5865	2014-12-08	Delhi Police file FIR against Uber for alleged cheating
5866	2014-12-08	UPDATE 1-Obama's Ebola czar Klain to exit White House by March 1
5867	2014-12-08	Prince William and Kate Middleton's US visit
5868	2014-12-08	Key interview missing from Ferguson documents
5869	2014-12-08	UN declares 2014 a devastating year for millions of children
5870	2014-12-08	US, NATO close combat command in Afghanistan
5871	2014-12-08	CIA torture report sparks controversy before release
5872	2014-12-08	Hour of Code encourages kids to create, not just use, technology
5873	2014-12-08	Demonstrations, violence go on in Bay Area cities
5874	2014-12-08	LA fire looked like the 'apocalypse,' witness says
5875	2014-12-08	Lehigh Valley winter weather advisory issued for 'significant snow storm'; northwestern New Jersey also included
5876	2014-12-08	Afghanistan mired in war as US combat command ends
5877	2014-12-08	Plane Crashes Into Maryland Home, Killing Family and 3 Aboard
5878	2014-12-08	Tamir Rice's mother: Convict cop who killed my child
5879	2014-12-08	Students practice computer coding at Capitol
5880	2014-12-08	Yemen hostage shootout: US didn't know about negotiations
5881	2014-12-08	Fire engulfs L.A. apartment project
5882	2014-12-08	6 Pieces of Advice for Kate and William (or Any Couple Preparing for Their Second Child)
5883	2014-12-08	High Winds, Flooding Expected With Nor'easter On Tuesday
5884	2014-12-08	Study: Causes of Calif. drought natural, not man-made
5885	2014-12-08	William, Kate greeted with fanfare in N.Y.C.: Do Americans really love royals?
5886	2014-12-08	LA fire: Homeless people describe 'tower of fire' in downtown
5887	2014-12-08	UN: $16.4 billion needed to aid most vulnerable
5888	2014-12-08	Afghanistan mired in war as US combat command ends
5889	2014-12-08	VH1 Star Stephanie Moseley, Rapper Earl Hayes Found Dead
5890	2014-12-08	Fine print: How cab firms wash hands of driver's conduct
5891	2014-12-08	US prepares to protect citizens, facilities abroad ahead of CIA interrogation report
5892	2014-12-08	Yemen hostage rescue: US 'won't review' raids policy
5893	2014-12-08	Cleveland Cops Threatened to Cuff Distraught Mom After Shooting Her 12-Year ...
5894	2014-12-08	The British Royals Are Here, but Do Americans Care?
5895	2014-12-08	Curiosity Rover's Quest for Clues on Mars
5896	2014-12-08	White House focuses on computer science in schools
5897	2014-12-08	Bush Officials Step Up To Blast Torture Report Before It's Out
5898	2014-12-08	Biden to code-writing girls: 'You're as smart as any boy'
5899	2014-12-08	How Technology Can Stop Massive Fires From Destroying Cities
5900	2014-12-08	Obama: Many people 'troubled' by Eric Garner video
5901	2014-12-08	Obama Says Racism Won't 'Be Solved Overnight,' and George W. Bush Agrees
5902	2014-12-08	Sexual threats, other CIA methods detailed in Senate report
5903	2014-12-08	NYC council members protest chokehold death
5904	2014-12-08	White House focuses on computer science in schools
5905	2014-12-08	Tamir Rice's mom calls for officer conviction in Cleveland shooting
5906	2014-12-08	NASA Mars rover finds key evidence for lake at landing site
5907	2014-12-08	Sexual threats, other CIA methods detailed in Senate report
5908	2014-12-08	Obama Says Post-Ferguson, NYC Protests Remind US Job Not Done
5909	2014-12-08	Tamir Rice's mother wants officer who shot her son to be convicted
5910	2014-12-08	The Short List: Will and Kate are out and about; strong opinions in Garner case ...
5911	2014-12-08	Will and Kate back together in New York, on top of game
5912	2014-12-08	Lebron James Wears 'I Can't Breathe' T-Shirt In Solidarity With Eric Garner ...
5913	2014-12-08	NASA: Mars once had lakes capable of sustaining life
5914	2014-12-08	CIA Offers New Security Checks for Torture Report Spies
5915	2014-12-08	Obama discusses racism, police mistrust and progress
5916	2014-12-08	LeBron James, Kyrie Irving and Nets players wear 'I can't breathe' shirts before ...
5917	2014-12-08	UPDATE 4-Investigators treat massive LA construction blaze as 'criminal fire'
5918	2014-12-08	On ancient Mars, a lake suited for life? (+video)
5919	2014-12-08	'They Didn't Give Him a Chance': Tamir Rice's Mom Blasts Cops Who Shot Son
5920	2014-12-08	Earthquake Plan Would Require Retrofitting Thousands of Los Angeles Buildings
5921	2014-12-08	California Drought Is Said to Have Natural Cause
5922	2014-12-08	Six dead as small jet crashes into Md. home
5923	2014-12-08	CIA Torture Report Set for Senate Release Over Bush Objections
5924	2014-12-08	President Obama Says Eric Garner, Ferguson Protests 'Necessary'
5925	2014-12-08	LeBron, others wear 'I CAN'T BREATHE' tees before Nets-Cavs
5926	2014-12-08	Rover discovery bolsters case for life on ancient Mars
5927	2014-12-08	Storm systems will bring lots of wind, rain and high tides
5928	2014-12-08	On Shaky Ground: Gaps Remain in LA Earthquake Preparedness
5929	2014-12-08	Nature, not climate change, blamed for drought
5930	2014-12-08	LeBron James Wears 'I Can't Breathe' T-Shirt In Solidarity With Eric Garner Protesters
5931	2014-12-08	Los Angeles Fire: 250 Firefighters at Scene, Harbor Freeway Closed
5932	2014-12-08	Los Angeles proposes sweeping upgrades for quakes
5933	2014-12-08	White House and GOP Clash Over Torture Report
5934	2014-12-08	6 dead after plane crashes into Maryland home
5935	2014-12-08	Challenge for protesters in wake of police killings: Turning anger, grief into action
5936	2014-12-08	Amid Rolling Stone controversy, UVA to lift fraternity suspensions in January
5937	2014-12-08	Sediment Yields Clues on Martian Lake Effect
5938	2014-12-08	Billions of Dollars in Quake Fixes Sought by L.A.'s Mayor
5939	2014-12-08	Briton Acquitted in Case of Murder for Hire
5940	2014-12-08	Plan to release report on CIA interrogation tactics prompts warnings
5941	2014-12-08	Police tactics questioned as protesters turn focus to Berkeley
5942	2014-12-08	'Tower of fire' destroys LA apartment complex under construction
5943	2014-12-08	Protests greet Prince William and Kate at Cavaliers-Nets
5944	2014-12-08	HK protesters brace for clearance after injunction published
5945	2014-12-08	La Niña mostly to blame for 3-year California drought, NOAA report finds
5946	2014-12-08	Curiosity discovers how water shaped the landscape of Mars
5947	2014-12-08	'Unconscionable': Top Republicans lash out ahead of release of CIA report
5948	2014-12-08	Why Eric Garner protests in Berkeley are particularly hard to control (+video)
5949	2014-12-08	Obama gets personal on racial tensions
5950	2014-12-08	Federal autopsy released in Ferguson shooting
5951	2014-12-08	Cavs' bench sparks royal beating of Nets
5952	2014-12-08	British businessman Shrien Dewani cleared of honeymoon murder
5953	2014-12-08	Protesters, officers clash as Berkeley police shooting protests turn violence for 2nd night
5954	2014-12-08	Colbert tweaks 'Emperor' Obama on late-night TV
5955	2014-12-08	6 People Killed in Gaithersburg Plane Crash « CBS DC
5956	2014-12-08	Ferguson grand jury documents support earlier data
5957	2014-12-08	Hong Kong protest sites to be cleared: Court
5958	2014-12-08	Shrien Dewani acquittal: the unanswered questions
